Game,Name,Variant,Class,Gender,HM Bonus,SecondClass,ThirdClass,char_base_stats_Lv,char_base_stats_HP,char_base_stats_S/M,char_base_stats_Skl,char_base_stats_Spd,char_base_stats_Lck,char_base_stats_Def,char_base_stats_Res,char_base_stats_Con,char_base_stats_Mov,char_growth_rates_HP,char_growth_rates_S/M,char_growth_rates_Skl,char_growth_rates_Spd,char_growth_rates_Lck,char_growth_rates_Def,char_growth_rates_Res,second_class_promo_gains_HP,second_class_promo_gains_S/M,second_class_promo_gains_Skl,second_class_promo_gains_Spd,second_class_promo_gains_Def,second_class_promo_gains_Res,second_class_promo_gains_Con,second_class_promo_gains_Mov,third_class_promo_gains_HP,third_class_promo_gains_S/M,third_class_promo_gains_Skl,third_class_promo_gains_Spd,third_class_promo_gains_Def,third_class_promo_gains_Res,third_class_promo_gains_Con,third_class_promo_gains_Mov,class_growth_rates_HP,class_growth_rates_S/M,class_growth_rates_Skl,class_growth_rates_Spd,class_growth_rates_Def,class_growth_rates_Res,class_growth_rates_Lck,class_max_stats_S/M,class_max_stats_Skl,class_max_stats_Spd,class_max_stats_Def,class_max_stats_Res,class_max_stats_Con,class_max_stats_HP,class_max_stats_Lck,class_max_stats_Mov,second_class_growth_rates_HP,second_class_growth_rates_S/M,second_class_growth_rates_Skl,second_class_growth_rates_Spd,second_class_growth_rates_Def,second_class_growth_rates_Res,second_class_growth_rates_Lck,second_class_max_stats_S/M,second_class_max_stats_Skl,second_class_max_stats_Spd,second_class_max_stats_Def,second_class_max_stats_Res,second_class_max_stats_Con,second_class_max_stats_HP,second_class_max_stats_Lck,second_class_max_stats_Mov,third_class_growth_rates_HP,third_class_growth_rates_S/M,third_class_growth_rates_Skl,third_class_growth_rates_Spd,third_class_growth_rates_Def,third_class_growth_rates_Res,third_class_growth_rates_Lck,third_class_max_stats_S/M,third_class_max_stats_Skl,third_class_max_stats_Spd,third_class_max_stats_Def,third_class_max_stats_Res,third_class_max_stats_Con,third_class_max_stats_HP,third_class_max_stats_Lck,third_class_max_stats_Mov,char_growth_rates_adjusted_HP,char_growth_rates_adjusted_S/M,char_growth_rates_adjusted_Skl,char_growth_rates_adjusted_Spd,char_growth_rates_adjusted_Lck,char_growth_rates_adjusted_Def,char_growth_rates_adjusted_Res
FE8,Joshua,All,Myrmidon,M,0,Assassin,N/A,5.0,24.0,8.0,13.0,14.0,7.0,5.0,2.0,8.0,5.0,80.0,35.0,55.0,55.0,30.0,20.0,20.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,,,,,,,,,70.0,35.0,40.0,40.0,15.0,20.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,50.0,5.0,45.0,40.0,5.0,20.0,40.0,20.0,30.0,30.0,20.0,20.0,20.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,80.95461512007681,35.417644115033596,55.656297895052795,55.656297895052795,30.3579806700288,20.238653780019202,20.238653780019202
FE8,Ephraim,All,Lord (Ephraim),M,0,Great Lord (Ephraim),N/A,4.0,23.0,8.0,9.0,11.0,8.0,7.0,2.0,8.0,5.0,80.0,55.0,55.0,45.0,50.0,35.0,25.0,4.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,,,,,,,,,90.0,45.0,40.0,45.0,15.0,15.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,,,,,,,,27.0,26.0,24.0,23.0,23.0,25.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,80.43672088476758,55.300245608277706,55.300245608277706,45.24565549768177,50.27295055297974,35.191065387085814,25.13647527648987
FE8,Forde,All,Cavalier,M,0,Paladin,N/A,6.0,24.0,7.0,8.0,8.0,7.0,8.0,2.0,9.0,7.0,85.0,40.0,50.0,45.0,35.0,20.0,25.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,75.0,35.0,40.0,28.0,15.0,15.0,30.0,20.0,20.0,20.0,20.0,20.0,25.0,60.0,30.0,15.0,70.0,25.0,30.0,18.0,12.0,20.0,25.0,25.0,26.0,24.0,25.0,25.0,25.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,85.82838201428125,40.38982683025,50.4872835378125,45.43855518403125,35.341098476468744,20.194913415125,25.24364176890625
FE8,Forde,All,Cavalier,M,0,Great Knight,N/A,6.0,24.0,7.0,8.0,8.0,7.0,8.0,2.0,9.0,7.0,85.0,40.0,50.0,45.0,35.0,20.0,25.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,-1.0,,,,,,,,,75.0,35.0,40.0,28.0,15.0,15.0,30.0,20.0,20.0,20.0,20.0,20.0,25.0,60.0,30.0,15.0,70.0,30.0,20.0,15.0,21.0,20.0,20.0,28.0,24.0,24.0,29.0,25.0,25.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,85.82838201428125,40.38982683025,50.4872835378125,45.43855518403125,35.341098476468744,20.194913415125,25.24364176890625
FE8,Kyle,All,Cavalier,M,0,Paladin,N/A,5.0,25.0,9.0,6.0,7.0,6.0,9.0,1.0,10.0,7.0,90.0,50.0,40.0,40.0,20.0,25.0,20.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,75.0,35.0,40.0,28.0,15.0,15.0,30.0,20.0,20.0,20.0,20.0,20.0,25.0,60.0,30.0,15.0,70.0,25.0,30.0,18.0,12.0,20.0,25.0,25.0,26.0,24.0,25.0,25.0,25.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,90.78431846400001,50.43573248,40.348585984,40.348585984,20.174292992,25.21786624,20.174292992
FE8,Kyle,All,Cavalier,M,0,Great Knight,N/A,5.0,25.0,9.0,6.0,7.0,6.0,9.0,1.0,10.0,7.0,90.0,50.0,40.0,40.0,20.0,25.0,20.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,-1.0,,,,,,,,,75.0,35.0,40.0,28.0,15.0,15.0,30.0,20.0,20.0,20.0,20.0,20.0,25.0,60.0,30.0,15.0,70.0,30.0,20.0,15.0,21.0,20.0,20.0,28.0,24.0,24.0,29.0,25.0,25.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,90.78431846400001,50.43573248,40.348585984,40.348585984,20.174292992,25.21786624,20.174292992
FE8,Orson,All,Paladin,M,0,N/A,N/A,3.0,34.0,15.0,13.0,11.0,4.0,13.0,7.0,12.0,8.0,80.0,55.0,45.0,40.0,25.0,45.0,30.0,,,,,,,,,,,,,,,,,70.0,25.0,30.0,18.0,12.0,20.0,25.0,25.0,26.0,24.0,25.0,25.0,25.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.69195365056126,55.47571813476087,45.38922392844071,40.34597682528063,25.21623551580039,45.38922392844071,30.259482618960465
FE8,Tana,All,Pegasus Knight,F,0,Falcoknight,N/A,4.0,20.0,7.0,9.0,13.0,8.0,6.0,7.0,5.0,7.0,65.0,45.0,40.0,65.0,60.0,20.0,25.0,5.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,65.0,35.0,40.0,40.0,12.0,35.0,35.0,20.0,20.0,20.0,20.0,20.0,25.0,60.0,30.0,15.0,60.0,30.0,30.0,30.0,12.0,30.0,30.0,23.0,25.0,28.0,23.0,26.0,25.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,65.63674837226,45.44082579618,40.39184515216,65.63674837226,60.587767728239996,20.19592257608,25.2449032201
FE8,Tana,All,Pegasus Knight,F,0,Wyvern Knight,N/A,4.0,20.0,7.0,9.0,13.0,8.0,6.0,7.0,5.0,7.0,65.0,45.0,40.0,65.0,60.0,20.0,25.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,,,,,,,,,65.0,35.0,40.0,40.0,12.0,35.0,35.0,20.0,20.0,20.0,20.0,20.0,25.0,60.0,30.0,15.0,65.0,35.0,30.0,30.0,15.0,20.0,25.0,24.0,27.0,29.0,23.0,23.0,25.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,65.63674837226,45.44082579618,40.39184515216,65.63674837226,60.587767728239996,20.19592257608,25.2449032201
FE8,Amelia,All,Recruit,F,0,Cavalier,Paladin,1.0,16.0,4.0,3.0,4.0,6.0,2.0,3.0,6.0,4.0,60.0,35.0,40.0,40.0,50.0,30.0,15.0,1.0,0.0,2.0,2.0,0.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,75.0,45.0,40.0,40.0,25.0,35.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,75.0,35.0,40.0,28.0,15.0,15.0,30.0,20.0,20.0,20.0,20.0,20.0,25.0,60.0,30.0,15.0,70.0,25.0,35.0,25.0,12.0,25.0,25.0,23.0,27.0,25.0,24.0,26.0,25.0,60.0,30.0,15.0,61.717283982960005,36.001748990059994,41.14485598864,41.14485598864,51.43106998580001,30.858641991480003,15.429320995740001
FE8,Amelia,All,Recruit,F,0,Cavalier,Great Knight,1.0,16.0,4.0,3.0,4.0,6.0,2.0,3.0,6.0,4.0,60.0,35.0,40.0,40.0,50.0,30.0,15.0,1.0,0.0,2.0,2.0,0.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,-1.0,75.0,45.0,40.0,40.0,25.0,35.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,75.0,35.0,40.0,28.0,15.0,15.0,30.0,20.0,20.0,20.0,20.0,20.0,25.0,60.0,30.0,15.0,70.0,30.0,25.0,20.0,21.0,22.0,20.0,26.0,26.0,25.0,28.0,26.0,25.0,60.0,30.0,15.0,61.717283982960005,36.001748990059994,41.14485598864,41.14485598864,51.43106998580001,30.858641991480003,15.429320995740001
FE8,Amelia,All,Recruit,F,0,Knight,General,1.0,16.0,4.0,3.0,4.0,6.0,2.0,3.0,6.0,4.0,60.0,35.0,40.0,40.0,50.0,30.0,15.0,2.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,75.0,45.0,40.0,40.0,25.0,35.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,80.0,40.0,30.0,15.0,28.0,20.0,25.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,75.0,30.0,25.0,10.0,23.0,25.0,20.0,27.0,28.0,25.0,29.0,26.0,25.0,60.0,30.0,15.0,61.717283982960005,36.001748990059994,41.14485598864,41.14485598864,51.43106998580001,30.858641991480003,15.429320995740001
FE8,Amelia,All,Recruit,F,0,Knight,Great Knight,1.0,16.0,4.0,3.0,4.0,6.0,2.0,3.0,6.0,4.0,60.0,35.0,40.0,40.0,50.0,30.0,15.0,2.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,75.0,45.0,40.0,40.0,25.0,35.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,80.0,40.0,30.0,15.0,28.0,20.0,25.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,70.0,30.0,25.0,20.0,21.0,22.0,20.0,26.0,26.0,25.0,28.0,26.0,25.0,60.0,30.0,15.0,61.717283982960005,36.001748990059994,41.14485598864,41.14485598864,51.43106998580001,30.858641991480003,15.429320995740001
FE8,Amelia,All,Recruit,F,0,Recruit (2),Paladin,1.0,16.0,4.0,3.0,4.0,6.0,2.0,3.0,6.0,4.0,60.0,35.0,40.0,40.0,50.0,30.0,15.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,75.0,45.0,40.0,40.0,25.0,35.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,75.0,45.0,40.0,40.0,25.0,35.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,70.0,25.0,35.0,25.0,12.0,25.0,25.0,23.0,27.0,25.0,24.0,26.0,25.0,60.0,30.0,15.0,61.717283982960005,36.001748990059994,41.14485598864,41.14485598864,51.43106998580001,30.858641991480003,15.429320995740001
FE8,Amelia,All,Recruit,F,0,Recruit (2),Recruit (3),1.0,16.0,4.0,3.0,4.0,6.0,2.0,3.0,6.0,4.0,60.0,35.0,40.0,40.0,50.0,30.0,15.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,75.0,45.0,40.0,40.0,25.0,35.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,75.0,45.0,40.0,40.0,25.0,35.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,75.0,45.0,40.0,40.0,25.0,35.0,40.0,23.0,30.0,29.0,22.0,26.0,20.0,60.0,30.0,15.0,61.717283982960005,36.001748990059994,41.14485598864,41.14485598864,51.43106998580001,30.858641991480003,15.429320995740001
FE8,Innes,All,Sniper,M,0,N/A,N/A,1.0,31.0,14.0,13.0,15.0,14.0,10.0,9.0,9.0,6.0,75.0,40.0,40.0,45.0,45.0,20.0,25.0,,,,,,,,,,,,,,,,,65.0,30.0,30.0,20.0,15.0,20.0,30.0,25.0,30.0,28.0,25.0,23.0,20.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.24513741687501,40.664073289,40.664073289,45.747082450125006,45.747082450125006,20.3320366445,25.415045805625
FE8,Gerik,All,Mercenary,M,0,Hero,N/A,10.0,32.0,14.0,13.0,13.0,8.0,10.0,4.0,13.0,5.0,90.0,45.0,40.0,30.0,30.0,35.0,25.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,80.0,40.0,40.0,32.0,18.0,20.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,75.0,30.0,30.0,20.0,20.0,20.0,25.0,25.0,30.0,26.0,25.0,22.0,25.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,90.71505132464391,45.357525662321954,40.31780058873063,30.23835044154797,30.23835044154797,35.27807551513929,25.19862536795664
FE8,Gerik,All,Mercenary,M,0,Ranger,N/A,10.0,32.0,14.0,13.0,13.0,8.0,10.0,4.0,13.0,5.0,90.0,45.0,40.0,30.0,30.0,35.0,25.0,3.0,2.0,1.0,1.0,3.0,3.0,0.0,2.0,,,,,,,,,80.0,40.0,40.0,32.0,18.0,20.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,60.0,25.0,30.0,35.0,15.0,15.0,25.0,25.0,28.0,30.0,24.0,23.0,25.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,90.71505132464391,45.357525662321954,40.31780058873063,30.23835044154797,30.23835044154797,35.27807551513929,25.19862536795664
FE8,Tethys,All,Dancer,F,0,N/A,N/A,1.0,18.0,1.0,2.0,12.0,10.0,5.0,4.0,5.0,5.0,85.0,5.0,10.0,70.0,80.0,30.0,75.0,,,,,,,,,,,,,,,,,45.0,45.0,30.0,60.0,0.0,13.0,70.0,10.0,10.0,30.0,24.0,26.0,20.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.1146172639057,5.006742191994453,10.013484383988907,70.09439068792234,80.10787507191125,30.040453151966716,75.1011328799168
FE8,Marisa,All,Myrmidon,F,0,Swordmaster,N/A,5.0,23.0,7.0,12.0,13.0,9.0,4.0,3.0,5.0,5.0,75.0,30.0,55.0,60.0,50.0,15.0,25.0,4.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,,,,,,,,,70.0,35.0,40.0,40.0,15.0,20.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,65.0,25.0,30.0,30.0,15.0,22.0,25.0,22.0,29.0,30.0,22.0,25.0,20.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,75.76060793627929,30.304243174511715,55.55777915327149,60.60848634902343,50.507071957519535,15.152121587255857,25.253535978759768
FE8,Marisa,All,Myrmidon,F,0,Assassin,N/A,5.0,23.0,7.0,12.0,13.0,9.0,4.0,3.0,5.0,5.0,75.0,30.0,55.0,60.0,50.0,15.0,25.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,70.0,35.0,40.0,40.0,15.0,20.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,50.0,5.0,45.0,40.0,5.0,20.0,40.0,20.0,30.0,30.0,20.0,20.0,20.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,75.76060793627929,30.304243174511715,55.55777915327149,60.60848634902343,50.507071957519535,15.152121587255857,25.253535978759768
FE8,L'Arachel,All,Troubadour,F,0,Valkyrie,N/A,3.0,18.0,6.0,6.0,10.0,12.0,5.0,8.0,5.0,6.0,45.0,50.0,45.0,45.0,65.0,15.0,50.0,3.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,,,,,,,,,50.0,25.0,35.0,55.0,12.0,40.0,45.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,45.0,35.0,25.0,45.0,10.0,40.0,40.0,25.0,24.0,25.0,24.0,28.0,25.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,45.56372669915433,50.62636299906036,45.56372669915433,45.56372669915433,65.81427189877847,15.187908899718108,50.62636299906036
FE8,L'Arachel,All,Troubadour,F,0,Mage Knight,N/A,3.0,18.0,6.0,6.0,10.0,12.0,5.0,8.0,5.0,6.0,45.0,50.0,45.0,45.0,65.0,15.0,50.0,3.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,,,,,,,,,50.0,25.0,35.0,55.0,12.0,40.0,45.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,45.0,40.0,30.0,40.0,10.0,40.0,40.0,25.0,24.0,25.0,24.0,28.0,25.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,45.56372669915433,50.62636299906036,45.56372669915433,45.56372669915433,65.81427189877847,15.187908899718108,50.62636299906036
FE8,Dozla,All,Berserker,M,0,N/A,N/A,1.0,43.0,16.0,11.0,9.0,4.0,11.0,6.0,16.0,6.0,85.0,50.0,35.0,40.0,30.0,30.0,25.0,,,,,,,,,,,,,,,,,75.0,50.0,35.0,25.0,10.0,13.0,15.0,30.0,29.0,28.0,23.0,21.0,25.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.9235185453457,50.543246203144534,35.38027234220117,40.43459696251563,30.32594772188672,30.32594772188672,25.271623101572267
FE8,Saleh,All,Sage,M,0,N/A,N/A,1.0,30.0,16.0,18.0,14.0,11.0,8.0,13.0,8.0,6.0,50.0,30.0,25.0,40.0,40.0,30.0,35.0,,,,,,,,,,,,,,,,,45.0,45.0,30.0,25.0,10.0,40.0,15.0,28.0,30.0,26.0,21.0,25.0,20.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.2423142503125,31.345388550187497,26.12115712515625,41.793851400250006,41.793851400250006,31.345388550187497,36.56961997521875
FE8,Ewan,All,Pupil,M,0,Mage,Sage,1.0,15.0,3.0,2.0,5.0,5.0,0.0,3.0,5.0,4.0,50.0,45.0,40.0,35.0,50.0,15.0,40.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,55.0,55.0,40.0,35.0,10.0,30.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,55.0,55.0,40.0,35.0,5.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,45.0,45.0,30.0,25.0,10.0,40.0,15.0,28.0,30.0,26.0,21.0,25.0,20.0,60.0,30.0,15.0,51.40483520632812,46.26435168569532,41.1238681650625,35.983384644429684,51.40483520632812,15.421450561898439,41.1238681650625
FE8,Ewan,All,Pupil,M,0,Mage,Mage Knight,1.0,15.0,3.0,2.0,5.0,5.0,0.0,3.0,5.0,4.0,50.0,45.0,40.0,35.0,50.0,15.0,40.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,55.0,55.0,40.0,35.0,10.0,30.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,55.0,55.0,40.0,35.0,5.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,45.0,40.0,30.0,40.0,10.0,40.0,30.0,24.0,26.0,25.0,24.0,25.0,25.0,60.0,30.0,15.0,51.40483520632812,46.26435168569532,41.1238681650625,35.983384644429684,51.40483520632812,15.421450561898439,41.1238681650625
FE8,Ewan,All,Pupil,M,0,Shaman,Druid,1.0,15.0,3.0,2.0,5.0,5.0,0.0,3.0,5.0,4.0,50.0,45.0,40.0,35.0,50.0,15.0,40.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,4.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,55.0,55.0,40.0,35.0,10.0,30.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,50.0,50.0,32.0,30.0,10.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,45.0,55.0,30.0,25.0,10.0,35.0,20.0,29.0,26.0,26.0,21.0,28.0,20.0,60.0,30.0,15.0,51.40483520632812,46.26435168569532,41.1238681650625,35.983384644429684,51.40483520632812,15.421450561898439,41.1238681650625
FE8,Ewan,All,Pupil,M,0,Shaman,Summoner,1.0,15.0,3.0,2.0,5.0,5.0,0.0,3.0,5.0,4.0,50.0,45.0,40.0,35.0,50.0,15.0,40.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,0.0,1.0,3.0,1.0,3.0,1.0,1.0,55.0,55.0,40.0,35.0,10.0,30.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,50.0,50.0,32.0,30.0,10.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,45.0,50.0,30.0,25.0,8.0,35.0,20.0,27.0,27.0,26.0,20.0,28.0,20.0,60.0,30.0,15.0,51.40483520632812,46.26435168569532,41.1238681650625,35.983384644429684,51.40483520632812,15.421450561898439,41.1238681650625
FE8,Ewan,All,Pupil,M,0,Pupil (2),Sage,1.0,15.0,3.0,2.0,5.0,5.0,0.0,3.0,5.0,4.0,50.0,45.0,40.0,35.0,50.0,15.0,40.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,4.0,1.0,0.0,0.0,3.0,3.0,2.0,1.0,55.0,55.0,40.0,35.0,10.0,30.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,55.0,55.0,40.0,35.0,10.0,30.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,45.0,45.0,30.0,25.0,10.0,40.0,15.0,28.0,30.0,26.0,21.0,25.0,20.0,60.0,30.0,15.0,51.40483520632812,46.26435168569532,41.1238681650625,35.983384644429684,51.40483520632812,15.421450561898439,41.1238681650625
FE8,Ewan,All,Pupil,M,0,Pupil (2),Pupil (3),1.0,15.0,3.0,2.0,5.0,5.0,0.0,3.0,5.0,4.0,50.0,45.0,40.0,35.0,50.0,15.0,40.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,4.0,2.0,0.0,1.0,3.0,3.0,0.0,1.0,55.0,55.0,40.0,35.0,10.0,30.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,55.0,55.0,40.0,35.0,10.0,30.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,55.0,55.0,40.0,35.0,10.0,30.0,40.0,29.0,28.0,27.0,21.0,26.0,20.0,60.0,30.0,15.0,51.40483520632812,46.26435168569532,41.1238681650625,35.983384644429684,51.40483520632812,15.421450561898439,41.1238681650625
FE8,Cormag,All,Wyvern Rider,M,0,Wyvern Lord,N/A,9.0,30.0,14.0,9.0,10.0,4.0,12.0,2.0,11.0,7.0,85.0,55.0,40.0,45.0,35.0,25.0,15.0,4.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,,,,,,,,,80.0,45.0,35.0,30.0,25.0,15.0,25.0,20.0,20.0,20.0,20.0,20.0,25.0,60.0,30.0,15.0,75.0,40.0,30.0,20.0,20.0,17.0,20.0,27.0,25.0,23.0,28.0,22.0,25.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,85.79180898085195,55.51234698761009,40.37261599098915,45.41919298986279,35.32603899211551,25.23288499436822,15.139730996620932
FE8,Cormag,All,Wyvern Rider,M,0,Wyvern Knight,N/A,9.0,30.0,14.0,9.0,10.0,4.0,12.0,2.0,11.0,7.0,85.0,55.0,40.0,45.0,35.0,25.0,15.0,3.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,,,,,,,,,80.0,45.0,35.0,30.0,25.0,15.0,25.0,20.0,20.0,20.0,20.0,20.0,25.0,60.0,30.0,15.0,65.0,35.0,30.0,30.0,15.0,17.0,25.0,25.0,26.0,28.0,24.0,22.0,25.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,85.79180898085195,55.51234698761009,40.37261599098915,45.41919298986279,35.32603899211551,25.23288499436822,15.139730996620932
FE8,Rennac,All,Rogue,M,0,N/A,N/A,1.0,28.0,10.0,16.0,17.0,5.0,9.0,11.0,7.0,6.0,65.0,25.0,45.0,60.0,25.0,25.0,30.0,,,,,,,,,,,,,,,,,50.0,10.0,45.0,35.0,5.0,20.0,40.0,20.0,30.0,30.0,20.0,20.0,20.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.51164828511963,25.581403186584474,46.04652573585205,61.39536764780272,25.581403186584474,25.581403186584474,30.69768382390136
FE8,Duessel,All,Great Knight,M,0,N/A,N/A,8.0,41.0,17.0,12.0,12.0,8.0,17.0,9.0,15.0,6.0,85.0,55.0,40.0,30.0,20.0,45.0,30.0,,,,,,,,,,,,,,,,,70.0,30.0,20.0,15.0,21.0,20.0,20.0,28.0,24.0,24.0,29.0,25.0,25.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.7486837681554,55.48444243821821,40.35232177324961,30.264241329937196,20.176160886624803,45.3963619949058,30.264241329937196
FE8,Knoll,All,Shaman,M,0,Druid,N/A,9.0,21.0,12.0,9.0,8.0,0.0,2.0,10.0,7.0,5.0,70.0,50.0,40.0,35.0,20.0,10.0,45.0,4.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,,,,,,,,,50.0,50.0,32.0,30.0,10.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,45.0,55.0,30.0,25.0,10.0,35.0,20.0,29.0,26.0,26.0,21.0,28.0,20.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,71.65918644892,51.185133177800004,40.948106542240005,35.82959322446,20.474053271120003,10.237026635560001,46.066619860020005
FE8,Knoll,All,Shaman,M,0,Summoner,N/A,9.0,21.0,12.0,9.0,8.0,0.0,2.0,10.0,7.0,5.0,70.0,50.0,40.0,35.0,20.0,10.0,45.0,3.0,0.0,1.0,3.0,1.0,3.0,1.0,1.0,,,,,,,,,50.0,50.0,32.0,30.0,10.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,45.0,50.0,30.0,25.0,8.0,35.0,20.0,27.0,27.0,26.0,20.0,28.0,20.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,71.65918644892,51.185133177800004,40.948106542240005,35.82959322446,20.474053271120003,10.237026635560001,46.066619860020005
